Rank,Company,Sector,Industry,Location,Employees,Revenue,Profits,Change in Rank
249,Jacobs Solutions,Business Services,Diversified Outsourcing Services,"Dallas, TX",58550,16352.4,665.8,28.0
250,Edison International,Energy,Utilities: Gas and Electric,"Rosemead, CA",14346,16338.0,1197.0,-9.0
251,MGM Resorts International,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",67000,16164.2,1142.2,64.0
252,Guardian Life Ins. Co. of America,Financials,"Insurance: Life, Health (Mutual)","New York, NY",7561,16137.0,375.0,29.0
253,Illinois Tool Works,Industrials,Industrial Machinery,"Glenview, IL",45000,16107.0,2957.0,7.0
254,Ameriprise Financial,Financials,Diversified Financials,"Minneapolis, MN",13800,16096.0,2556.0,35.0
255,PulteGroup,Engineering & Construction,Homebuilders,"Atlanta, GA",6382,16061.6,2602.4,4.0
256,Targa Resources,Energy,Pipelines,"Houston, TX",3182,16060.3,1345.9,-68.0
257,Ally Financial,Financials,Diversified Financials,"Detroit, MI",11100,15971.0,1020.0,81.0
258,BorgWarner,Motor Vehicles & Parts,Motor Vehicles & Parts,"Auburn Hills, MI",39900,15921.0,625.0,4.0
259,Estée Lauder,Household Products,Household and Personal Products,"New York, NY",53010,15910.0,1006.0,-29.0
260,Loews,Financials,Insurance: Property and Casualty (Stock),"New York, NY",12280,15901.0,1434.0,37.0
261,O'Reilly Automotive,Retailing,Specialty Retailers: Other,"Springfield, MO",82958,15812.3,2346.6,26.0
262,Markel Group,Financials,Insurance: Property and Casualty (Stock),"Glen Allen, VA",21600,15803.6,1996.1,90.0
263,Stanley Black & Decker,Household Products,"Home Equipment, Furnishings","New Britain, CT",50500,15781.1,-310.5,-36.0
264,Micron Technology,Technology,Semiconductors and Other Electronic Components,"Boise, ID",43000,15540.0,-5833.0,-128.0
265,Fluor,Engineering & Construction,Engineering & Construction,"Irving, TX",30187,15474.0,139.0,38.0
266,Leidos Holdings,Technology,Information Technology Services,"Reston, VA",47000,15438.0,199.0,22.0
267,Viatris,Health Care,Pharmaceuticals,"Canonsburg, PA",38000,15426.9,54.7,-11.0
268,Kinder Morgan,Energy,Pipelines,"Houston, TX",10891,15334.0,2391.0,-54.0
269,Ecolab,Chemicals,Chemicals,"St. Paul, MN",48000,15320.2,1372.3,24.0
270,Baxter International,Health Care,Medical Products and Equipment,"Deerfield, IL",60000,15282.0,2656.0,4.0
271,Devon Energy,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",1900,15258.0,3747.0,-55.0
272,Kellanova,"Food, Beverages & Tobacco",Food Consumer Products,"Chicago, IL",23000,15207.0,951.0,-2.0
273,Farmers Insurance Exchange,Financials,Insurance: Property and Casualty (Mutual),"Woodland Hills, CA",9685,15194.4,-652.9,22.0
274,Casey's General Stores,Retailing,Specialty Retailers: Other,"Ankeny, IA",31637,15094.5,446.7,42.0
275,IQVIA Holdings,Health Care,Health Care: Pharmacy and Other Services,"Durham, NC",87000,14984.0,1358.0,11.0
276,Republic Services,Business Services,Waste Management,"Phoenix, AZ",41000,14964.5,1731.0,33.0
277,Fox,Media,Entertainment,"New York, NY",10400,14913.0,1239.0,23.0
278,Gap,Retailing,Specialty Retailers: Apparel,"San Francisco, CA",85000,14889.0,502.0,-13.0
279,Keurig Dr Pepper,"Food, Beverages & Tobacco",Beverages,"Burlington, MA",28100,14814.0,2181.0,17.0
280,Reliance,Materials,Metals,"Scottsdale, AZ",15250,14805.9,1335.9,-33.0
281,Asbury Automotive Group,Retailing,"Automotive Retailing, Services","Duluth, GA",15000,14802.7,602.5,-13.0
282,Pacific Life,Financials,"Insurance: Life, Health (stock)","Newport Beach, CA",4181,14802.0,875.0,30.0
283,Vistra,Energy,Energy,"Irving, TX",4870,14779.0,1493.0,21.0
284,Western & Southern Financial Group,Financials,"Insurance: Life, Health (Mutual)","Cincinnati, OH",2669,14775.1,484.8,30.0
285,Andersons,"Food, Beverages & Tobacco",Food Production,"Maumee, OH",2297,14750.1,101.2,-46.0
286,Nordstrom,Retailing,General Merchandisers,"Seattle, WA",54000,14693.0,134.0,-19.0
287,Omnicom Group,Business Services,"Advertising, marketing","New York, NY",75900,14692.2,1391.4,3.0
288,Fidelity National Information Services,Business Services,Financial Data Services,"Jacksonville, FL",60000,14680.0,-6654.0,-5.0
289,Consolidated Edison,Energy,Utilities: Gas and Electric,"New York, NY",14592,14663.0,2519.0,-25.0
290,CSX,Transportation,Railroads,"Jacksonville, FL",23232,14657.0,3715.0,-11.0
291,AECOM,Engineering & Construction,Engineering & Construction,"Dallas, TX",52000,14591.3,55.3,19.0
292,Lumen Technologies,Telecommunications,Telecommunications,"Monroe, LA",28000,14557.0,-10298.0,-55.0
293,Tractor Supply,Retailing,Specialty Retailers: Other,"Brentwood, TN",37500,14555.7,1107.2,-2.0
294,DXC Technology,Technology,Information Technology Services,"Ashburn, VA",130000,14430.0,-568.0,-39.0
295,AGCO,Industrials,Construction and Farm Machinery,"Duluth, GA",27900,14412.4,1171.4,29.0
296,Sonic Automotive,Retailing,"Automotive Retailing, Services","Charlotte, NC",10500,14372.4,178.2,3.0
297,Intuit,Technology,Computer Software,"Mountain View, CA",22900,14368.0,2384.0,24.0
298,United Rentals,Business Services,Equipment Leasing,"Stamford, CT",26300,14332.0,2424.0,57.0
299,Universal Health Services,Health Care,Health Care: Medical Facilities,"King of Prussia, PA",85025,14282.0,717.8,12.0
300,Boston Scientific,Health Care,Medical Products and Equipment,"Marlborough, MA",48000,14240.0,1592.0,23.0
301,Otis Worldwide,Industrials,Industrial Machinery,"Farmington, CT",71000,14209.0,1406.0,5.0
302,Xcel Energy,Energy,Utilities: Gas and Electric,"Minneapolis, MN",11311,14206.0,1771.0,-31.0
303,Edward Jones,Financials,Securities,"Des Peres, MO",54000,14080.0,1612.0,30.0
304,Ball,Materials,"Packaging, Containers","Westminster, CO",21000,14029.0,707.0,-35.0
305,LKQ,Wholesalers,Wholesalers: Diversified,"Chicago, IL",49000,13866.0,936.0,14.0
306,Mutual of Omaha,Financials,"Insurance: Life, Health (Mutual)","Omaha, NE",6231,13855.8,47.7,22.0
307,Mosaic,Chemicals,Chemicals,"Tampa, FL",14049,13696.1,1164.9,-90.0
308,Textron,Aerospace & Defense,Aerospace & Defense,"Providence, RI",35000,13683.0,921.0,10.0
309,Labcorp Holdings,Health Care,Health Care: Pharmacy and Other Services,"Burlington, NC",61975,13668.2,418.0,-31.0
310,Principal Financial,Financials,"Insurance: Life, Health (stock)","Des Moines, IA",19800,13665.8,623.2,-74.0
311,Regeneron Pharmaceuticals,Health Care,Pharmaceuticals,"Tarrytown, NY",13450,13117.2,3953.6,28.0
312,Raymond James Financial,Financials,Securities,"St. Petersburg, FL",18000,12992.0,1739.0,51.0
313,Dick's Sporting Goods,Retailing,Specialty Retailers: Other,"Coraopolis, PA",37200,12984.4,1046.5,21.0
314,Auto-Owners Insurance,Financials,Insurance: Property and Casualty (Mutual),"Lansing, MI",6946,12937.7,-912.4,48.0
315,Expedia Group,Retailing,Internet Services and Retailing,"Seattle, WA",17100,12839.0,797.0,38.0
316,J.B. Hunt Transport Services,Transportation,"Trucking, Truck Leasing","Lowell, AR",34718,12829.7,728.3,-36.0
317,M&T Bank,Financials,Commercial Banks,"Buffalo, NY",21980,12752.0,2741.0,122.0
318,DTE Energy,Energy,Utilities: Gas and Electric,"Detroit, MI",9950,12745.0,1397.0,-106.0
319,AES,Energy,Utilities: Gas and Electric,"Arlington, VA",9600,12668.0,249.0,8.0
320,Berry Global Group,Materials,"Packaging, Containers","Evansville, IN",44000,12664.0,609.0,-36.0
321,Fifth Third Bancorp,Financials,Commercial Banks,"Cincinnati, OH",18724,12641.0,2349.0,90.0
322,Air Products & Chemicals,Chemicals,Chemicals,"Allentown, PA",21850,12600.0,2300.2,0.0
323,Corning,Industrials,"Electronics, Electrical Equip.","Corning, NY",49800,12588.0,581.0,-31.0
324,EMCOR Group,Engineering & Construction,Engineering & Construction,"Norwalk, CT",38300,12582.9,633.0,45.0
325,Amphenol,Technology,Network and Other Communications Equipment,"Wallingford, CT",95000,12554.7,1928.0,1.0
326,Westlake,Chemicals,Chemicals,"Houston, TX",15520,12548.0,479.0,-63.0
327,DuPont,Chemicals,Chemicals,"Wilmington, DE",24000,12528.0,423.0,-77.0
328,Liberty Media,Media,Entertainment,"Englewood, CO",6486,12525.0,761.0,12.0
329,S&P Global,Business Services,Financial Data Services,"New York, NY",40450,12497.0,2626.0,37.0
330,Community Health Systems,Health Care,Health Care: Medical Facilities,"Franklin, TN",54500,12490.0,-133.0,7.0
331,FirstEnergy,Energy,Utilities: Gas and Electric,"Akron, OH",12042,12450.0,1102.0,12.0
332,Unum Group,Financials,"Insurance: Life, Health (stock)","Chattanooga, TN",10683,12385.9,1283.8,15.0
333,Henry Schein,Health Care,Wholesalers: Health Care,"Melville, NY",25000,12339.0,416.0,-8.0
334,Western Digital,Technology,"Computers, Office Equipment","San Jose, CA",53000,12318.0,-1706.0,-113.0
335,Analog Devices,Technology,Semiconductors and Other Electronic Components,"Wilmington, MA",26000,12305.5,3314.6,9.0
336,Conagra Brands,"Food, Beverages & Tobacco",Food Consumer Products,"Chicago, IL",18600,12277.0,683.6,24.0
337,Citizens Financial Group,Financials,Commercial Banks,"Providence, RI",17570,12187.0,1608.0,82.0
338,Norfolk Southern,Transportation,Railroads,"Atlanta, GA",20700,12156.0,1827.0,-18.0
339,Entergy,Energy,Utilities: Gas and Electric,"New Orleans, LA",12177,12147.4,2356.5,-37.0
340,W.R. Berkley,Financials,Insurance: Property and Casualty (Stock),"Greenwich, CT",8329,12142.9,1381.4,27.0
341,DaVita,Health Care,Health Care: Medical Facilities,"Denver, CO",70000,12140.1,691.5,16.0
342,Northern Trust,Financials,Commercial Banks,"Chicago, IL",23100,12116.5,1107.3,135.0
343,Hormel Foods,"Food, Beverages & Tobacco",Food Consumer Products,"Austin, MN",20000,12110.0,793.6,-13.0
344,Crown Holdings,Materials,"Packaging, Containers","Tampa, FL",25000,12010.0,450.0,-27.0
345,Avis Budget Group,Retailing,"Automotive Retailing, Services","Parsippany, NJ",21250,12008.0,1632.0,1.0
346,Wayfair,Retailing,Internet Services and Retailing,"Boston, MA",12800,12003.0,-738.0,-10.0
347,MasTec,Engineering & Construction,Engineering & Construction,"Coral Gables, FL",34000,11995.9,-49.9,47.0
348,Eversource Energy,Energy,Utilities: Gas and Electric,"Springfield, MA",10171,11910.7,-442.2,-13.0
349,Newmont,Energy,"Mining, Crude-Oil Production","Denver, CO",21700,11812.0,-2494.0,-1.0
350,Ryder System,Transportation,Transportation and Logistics,"Coral Gables, FL",47500,11783.0,406.0,-5.0
351,Fidelity National Financial,Financials,Insurance: Property and Casualty (Stock),"Jacksonville, FL",22293,11752.0,517.0,8.0
352,Molson Coors Beverage,"Food, Beverages & Tobacco",Beverages,"Chicago, IL",16500,11702.1,948.9,22.0
353,Caesars Entertainment,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Reno, NV",51000,11673.0,786.0,1.0
354,Lincoln National,Financials,"Insurance: Life, Health (stock)","Radnor, PA",11024,11645.0,-752.0,-132.0
355,VF,Apparel,Apparel,"Denver, CO",26400,11612.5,118.6,-6.0
356,International Flavors & Fragrances,Chemicals,Chemicals,"New York, NY",21500,11479.0,-2567.0,-24.0
357,Huntington Ingalls Industries,Aerospace & Defense,Aerospace & Defense,"Newport News, VA",44000,11454.0,681.0,18.0
358,Advance Auto Parts,Retailing,Specialty Retailers: Other,"Raleigh, NC",54500,11287.6,29.7,10.0
359,Public Service Enterprise Group,Energy,Utilities: Gas and Electric,"Newark, NJ",12543,11237.0,2563.0,33.0
360,Ulta Beauty,Retailing,Specialty Retailers: Other,"Bolingbrook, IL",38000,11207.3,1291.0,23.0
361,Hershey,"Food, Beverages & Tobacco",Food Consumer Products,"Hershey, PA",19578,11165.0,1861.8,19.0
362,Chewy,Retailing,Internet Services and Retailing,"Plantation, FL",18100,11147.7,39.6,27.0
363,American Tower,Financials,Real estate,"Boston, MA",5643,11144.2,1483.3,10.0
364,Mohawk Industries,Household Products,"Home Equipment, Furnishings","Calhoun, GA",43300,11135.1,-439.5,-13.0
365,Assurant,Financials,Insurance: Property and Casualty (Stock),"Atlanta, GA",13600,11131.6,642.5,19.0
366,Thor Industries,Motor Vehicles & Parts,Motor Vehicles & Parts,"Elkhart, IN",24900,11121.6,374.3,-112.0
367,Graybar Electric,Wholesalers,Wholesalers: Diversified,"St. Louis, MO",9500,11042.4,463.4,11.0
368,Yum China Holdings,"Hotels, Restaurants & Leisure",Food Services,"Plano, TX",293500,10978.0,827.0,37.0
369,Celanese,Chemicals,Chemicals,"Irving, TX",12410,10940.0,1960.0,27.0
370,Qurate Retail,Retailing,Internet Services and Retailing,"Englewood, CO",20386,10915.0,-145.0,-28.0
371,Williams,Energy,Pipelines,"Tulsa, OK",5601,10907.0,3179.0,-1.0
372,Interpublic Group,Business Services,"Advertising, marketing","New York, NY",57400,10889.3,1098.4,-1.0
373,Ovintiv,Energy,"Mining, Crude-Oil Production","Denver, CO",1743,10883.0,2085.0,-44.0
374,Icahn Enterprises,Financials,Diversified Financials,"Sunny Isles Beach, FL",15038,10847.0,-684.0,-80.0
375,Huntington Bancshares,Financials,Commercial Banks,"Columbus, OH",19955,10837.0,1951.0,91.0
376,Erie Insurance Group,Financials,Insurance: Property and Casualty (Mutual),"Erie, PA",6510,10812.5,-526.6,38.0
377,Carvana,Retailing,"Automotive Retailing, Services","Tempe, AZ",13700,10771.0,450.0,-69.0
378,Hess,Energy,"Mining, Crude-Oil Production","New York, NY",1756,10645.0,1382.0,-20.0
379,Dana,Motor Vehicles & Parts,Motor Vehicles & Parts,"Maumee, OH",41800,10555.0,38.0,8.0
380,Alcoa,Materials,Metals,"Pittsburgh, PA",13600,10551.0,-651.0,-49.0
381,Equitable Holdings,Financials,"Insurance: Life, Health (stock)","New York, NY",10700,10528.0,1302.0,-83.0
382,KLA,Technology,Semiconductors and Other Electronic Components,"Milpitas, CA",15105,10496.1,3387.3,34.0
383,Darden Restaurants,"Hotels, Restaurants & Leisure",Food Services,"Orlando, FL",187384,10487.8,981.9,19.0
384,Autoliv,Motor Vehicles & Parts,Motor Vehicles & Parts,"Auburn Hills, MI",66434,10475.0,488.0,45.0
385,Alaska Air Group,Transportation,Airlines,"Seattle, WA",24610,10426.0,235.0,13.0
386,KeyCorp,Financials,Commercial Banks,"Cleveland, OH",17692,10397.0,967.0,73.0
387,Las Vegas Sands,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",38550,10372.0,1221.0,326.0
388,Owens & Minor,Health Care,Wholesalers: Health Care,"Mechanicsville, VA",22200,10334.0,-41.3,2.0
389,Hilton Worldwide Holdings,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","McLean, VA",178000,10235.0,1141.0,42.0
390,Ebay,Technology,Internet Services and Retailing,"San Jose, CA",12300,10112.0,2767.0,3.0
391,Arthur J. Gallagher,Financials,Diversified Financials,"Rolling Meadows, IL",52118,10071.9,969.5,52.0
392,LPL Financial Holdings,Financials,Securities,"San Diego, CA",7372,10052.8,1066.3,48.0
393,Cincinnati Financial,Financials,Insurance: Property and Casualty (Stock),"Fairfield, OH",5426,10013.4,1843.3,141.0
394,Toll Brothers,Engineering & Construction,Homebuilders,"Fort Washington, PA",4800,9994.9,1372.1,-12.0
395,Motorola Solutions,Technology,Network and Other Communications Equipment,"Chicago, IL",21000,9978.0,1709.0,23.0
396,Airbnb,Technology,Internet Services and Retailing,"San Francisco, CA",6907,9917.0,4792.0,54.0
397,Intercontinental Exchange,Financials,Securities,"Atlanta, GA",13222,9903.0,2368.0,4.0
398,News Corp.,Media,"Publishing, Printing","New York, NY",25000,9879.0,149.0,-17.0
399,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",Food Services,"Newport Beach, CA",116068,9871.6,1228.7,39.0
400,Vertex Pharmaceuticals,Health Care,Pharmaceuticals,"Boston, MA",5400,9869.2,3619.6,27.0
401,Biogen,Health Care,Pharmaceuticals,"Cambridge, MA",7570,9835.6,1161.1,-15.0
402,GXO Logistics,Transportation,Transportation and Logistics,"Greenwich, CT",109000,9778.0,229.0,21.0
403,SpartanNash,Wholesalers,Wholesalers: Food and Grocery,"Grand Rapids, MI",13500,9729.2,52.2,-4.0
404,Burlington Stores,Retailing,Specialty Retailers: Apparel,"Burlington, NJ",44050,9727.5,339.6,30.0
405,Thrivent Financial for Lutherans,Financials,"Insurance: Life, Health (Mutual)","Minneapolis, MN",3810,9720.3,347.2,7.0
406,NVR,Engineering & Construction,Homebuilders,"Reston, VA",6300,9687.3,1591.6,-30.0
407,Owens Corning,Materials,"Building Materials, Glass","Toledo, OH",18000,9677.0,1196.0,-12.0
407,Westinghouse Air Brake Technologies,Industrials,Industrial Machinery,"Pittsburgh, PA",29000,9677.0,815.0,46.0
409,Oshkosh,Industrials,Construction and Farm Machinery,"Oshkosh, WI",17300,9657.9,598.0,46.0
410,Global Payments,Business Services,Financial Data Services,"Atlanta, GA",27000,9654.4,986.2,15.0
411,Lululemon athletica,Retailing,Specialty Retailers: Apparel,"Sumner, WA",38000,9619.3,1550.2,50.0
412,Albemarle,Chemicals,Chemicals,"Charlotte, NC",9000,9617.2,1573.5,81.0
413,JetBlue Airways,Transportation,Airlines,"Long Island City, NY",21310,9615.0,-310.0,4.0
414,Seaboard,"Food, Beverages & Tobacco",Food Production,"Merriam, KS",12847,9562.0,226.0,-50.0
415,Constellation Brands,"Food, Beverages & Tobacco",Beverages,"Victor, NY",9400,9452.6,-71.0,15.0
416,Graphic Packaging Holding,Materials,"Packaging, Containers","Atlanta, GA",23500,9428.0,723.0,-7.0
417,Hertz Global Holdings,Retailing,"Automotive Retailing, Services","Estero, FL",27000,9371.0,616.0,18.0
418,FM Global,Financials,Insurance: Property and Casualty (Stock),"Johnston, RI",5667,9359.0,3748.5,290.0
419,Campbell Soup,"Food, Beverages & Tobacco",Food Consumer Products,"Camden, NJ",14500,9357.0,858.0,23.0
420,Expeditors Intl. of Washington,Transportation,Transportation and Logistics,"Seattle, WA",18452,9300.1,752.9,-175.0
421,A-Mark Precious Metals,Wholesalers,Wholesalers: Diversified,"El Segundo, CA",421,9286.6,156.4,37.0
422,Booz Allen Hamilton Holding,Technology,Information Technology Services,"McLean, VA",31900,9258.9,271.8,30.0
423,Quest Diagnostics,Health Care,Health Care: Pharmacy and Other Services,"Secaucus, NJ",44000,9252.0,854.0,-32.0
424,Altice USA,Telecommunications,Telecommunications,"Long Island City, NY",10600,9237.1,53.2,-27.0
425,PVH,Apparel,Apparel,"New York, NY",23000,9217.7,663.6,-3.0
426,Eastman Chemical,Chemicals,Chemicals,"Kingsport, TN",14000,9210.0,894.0,-49.0
427,Insight Enterprises,Technology,Information Technology Services,"Chandler, AZ",14437,9175.8,281.3,-48.0
428,Regions Financial,Financials,Commercial Banks,"Birmingham, AL",20101,9153.0,2074.0,55.0
429,Beacon Roofing Supply,Wholesalers,Wholesalers: Diversified,"Herndon, VA",8063,9119.8,435.0,20.0
430,Rockwell Automation,Industrials,"Electronics, Electrical Equip.","Milwaukee, WI",29000,9058.0,1387.4,46.0
431,Polaris,Transportation,Transportation Equipment,"Medina, MN",18500,9014.8,502.8,-7.0
432,ServiceNow,Technology,Computer Software,"Santa Clara, CA",22668,8971.0,1731.0,67.0
433,Sanmina,Technology,Semiconductors and Other Electronic Components,"San Jose, CA",36000,8935.0,310.0,38.0
434,UGI,Energy,Utilities: Gas and Electric,"King of Prussia, PA",10500,8928.0,-1502.0,-46.0
435,WEC Energy Group,Energy,Utilities: Gas and Electric,"Milwaukee, WI",7000,8893.0,1331.7,-31.0
436,BrightSpring Health Services,Health Care,Health Care: Pharmacy and Other Services,"Louisville, KY",35000,8826.2,-154.6,0.0
437,Cintas,Business Services,Diversified Outsourcing Services,"Cincinnati, OH",44500,8815.8,1348.0,36.0
438,Commercial Metals,Materials,Metals,"Irving, TX",13022,8799.5,859.8,-10.0
439,Continental Resources,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",1457,8731.7,3095.8,-32.0
440,Chesapeake Energy,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",1000,8721.0,2419.0,-90.0
441,CenterPoint Energy,Energy,Utilities: Gas and Electric,"Houston, TX",8827,8696.0,917.0,-28.0
442,NGL Energy Partners,Energy,Pipelines,"Tulsa, OK",638,8694.9,51.4,25.0
443,DoorDash,Technology,Internet Services and Retailing,"San Francisco, CA",19300,8635.0,-558.0,88.0
444,NOV,Energy,"Oil and Gas Equipment, Services","Houston, TX",33676,8583.0,993.0,57.0
445,Zoetis,Health Care,Pharmaceuticals,"Parsippany, NJ",14100,8544.0,2344.0,18.0
446,J.M. Smucker,"Food, Beverages & Tobacco",Food Consumer Products,"Orrville, OH",5800,8529.2,-91.3,19.0
447,Microchip Technology,Technology,Semiconductors and Other Electronic Components,"Chandler, AZ",22600,8438.7,2237.7,75.0
448,Dover,Industrials,Industrial Machinery,"Downers Grove, IL",25000,8438.1,1056.8,-3.0
449,Diamondback Energy,Energy,"Mining, Crude-Oil Production","Midland, TX",1023,8412.0,3143.0,-49.0
450,Avery Dennison,Materials,"Packaging, Containers","Mentor, OH",35000,8364.3,503.0,-29.0
451,PPL,Energy,Utilities: Gas and Electric,"Allentown, PA",6629,8312.0,740.0,19.0
452,ON Semiconductor,Technology,Semiconductors and Other Electronic Components,"Scottsdale, AZ",30050,8253.0,2183.7,2.0
453,ARKO,Retailing,Specialty Retailers: Other,"Richmond, VA",13481,8238.8,34.4,7.0
454,Par Pacific Holdings,Energy,Petroleum Refining,"Houston, TX",1814,8232.0,728.6,38.0
455,APA,Energy,"Mining, Crude-Oil Production","Houston, TX",2271,8192.0,2855.0,-114.0
456,Equinix,Financials,Real estate,"Redwood City, CA",13151,8188.1,969.2,41.0
457,New York Community Bancorp,Financials,Commercial Banks,"Hicksville, NY",8766,8178.0,-79.0,0.0
458,Foot Locker,Retailing,Specialty Retailers: Apparel,"New York, NY",30591,8168.0,-330.0,-26.0
459,Ingredion,"Food, Beverages & Tobacco",Food Production,"Westchester, IL",11600,8160.0,643.0,9.0
460,Newell Brands,Household Products,"Home Equipment, Furnishings","Atlanta, GA",24600,8133.0,-388.0,-52.0
461,ABM Industries,Business Services,Diversified Outsourcing Services,"New York, NY",123000,8096.4,251.3,14.0
462,Securian Financial Group,Financials,"Insurance: Life, Health (stock)","St. Paul, MN",5565,8067.0,226.6,105.0
463,Prologis,Financials,Real estate,"San Francisco, CA",2574,8023.5,3059.2,112.0
464,Blackstone,Financials,Diversified Financials,"New York, NY",4735,8022.8,1390.9,-20.0
465,Skechers U.S.A.,Apparel,Apparel,"Manhattan Beach, CA",13550,8000.3,545.8,23.0
466,Masco,Household Products,"Home Equipment, Furnishings","Livonia, MI",18000,7967.0,908.0,-30.0
467,Rush Enterprises,Retailing,"Automotive Retailing, Services","New Braunfels, TX",8449,7925.0,347.1,40.0
468,Franklin Resources,Financials,Securities,"San Mateo, CA",9200,7849.4,882.8,-12.0
469,ODP,Retailing,Specialty Retailers: Other,"Boca Raton, FL",20000,7831.0,139.0,-23.0
470,American Financial Group,Financials,Insurance: Property and Casualty (Stock),"Cincinnati, OH",8500,7827.0,852.0,40.0
471,Packaging Corp. of America,Materials,"Packaging, Containers","Lake Forest, IL",14900,7802.4,765.2,-24.0
472,Vulcan Materials,Materials,"Building Materials, Glass","Birmingham, AL",10961,7781.9,933.2,22.0
473,Interactive Brokers Group,Financials,Securities,"Greenwich, CT",2932,7776.0,600.0,263.0
474,Williams-Sonoma,Retailing,Specialty Retailers: Other,"San Francisco, CA",15000,7750.7,949.8,-37.0
475,XPO,Transportation,Transportation and Logistics,"Greenwich, CT",39450,7744.0,189.0,3.0
476,Weyerhaeuser,Materials,Forest and Paper Products,"Seattle, WA",9318,7674.0,839.0,-91.0
477,Genworth Financial,Financials,"Insurance: Life, Health (stock)","Richmond, VA",2700,7488.0,76.0,9.0
478,CMS Energy,Energy,Utilities: Gas and Electric,"Jackson, MI",8356,7462.0,887.0,-37.0
479,Science Applications International,Technology,Information Technology Services,"Reston, VA",24000,7444.0,477.0,0.0
480,Jefferies Financial Group,Financials,Diversified Financials,"New York, NY",7564,7441.4,277.7,22.0
481,Bath & Body Works,Retailing,Specialty Retailers: Other,"Columbus, OH",33069,7429.0,878.0,1.0
482,Electronic Arts,Media,Entertainment,"Redwood City, CA",13400,7426.0,802.0,30.0
483,Taylor Morrison Home,Engineering & Construction,Homebuilders,"Scottsdale, AZ",2800,7417.8,768.9,-26.0
484,Zimmer Biomet Holdings,Health Care,Medical Products and Equipment,"Warsaw, IN",18000,7394.2,1024.0,25.0
485,Clorox,Household Products,Household and Personal Products,"Oakland, CA",8700,7389.0,149.0,20.0
486,Xylem,Industrials,Industrial Machinery,"Washington, Unknown",23000,7364.0,609.0,117.0
487,Voya Financial,Financials,Diversified Financials,"New York, NY",9000,7348.0,625.0,92.0
488,Fastenal,Wholesalers,Wholesalers: Diversified,"Winona, MN",20721,7346.7,1155.0,26.0
489,Watsco,Wholesalers,Wholesalers: Diversified,"Miami, FL",7388,7283.8,536.3,6.0
490,Workday,Technology,Computer Software,"Pleasanton, CA",18800,7259.0,1381.0,72.0
491,Old Republic International,Financials,Insurance: Property and Casualty (Stock),"Chicago, IL",9200,7258.3,598.6,-29.0
492,RPM International,Chemicals,Chemicals,"Medina, OH",17274,7256.4,478.7,34.0
493,UFP Industries,Materials,"Building Materials, Glass","Grand Rapids, MI",15800,7218.4,514.3,-90.0
494,Ameren,Energy,Utilities: Gas and Electric,"St. Louis, MO",9372,7213.0,1152.0,-14.0
495,Knight-Swift Transportation Hldgs.,Transportation,"Trucking, Truck Leasing","Phoenix, AZ",34550,7141.8,217.1,-5.0
