Beverage Category,Beverage,Size,Milk,Calories,Total Fat (g),Trans Fat (g),Saturated Fat (g),Sodium (g),Total Carbohydrates (g),Cholesterol (g),Dietary Fibre (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV),Caffeine (g)
Coffee,Brewed Coffee,Short,,3,0.1,0.0,0.0,0.0,5,0.0,0,0,0.3,0%,0%,0%,0%,0.175
Coffee,Brewed Coffee,Short,,3,0.1,0.0,0.0,0.0,5,0.0,0,0,0.3,0%,0%,0%,0%,0.175
Coffee,Brewed Coffee,Tall,,4,0.1,0.0,0.0,0.0,10,0.0,0,0,0.5,0%,0%,0%,0%,0.26
Coffee,Brewed Coffee,Grande,,5,0.1,0.0,0.0,0.0,10,0.0,0,0,1.0,0%,0%,0%,0%,0.33
Coffee,Brewed Coffee,Venti,,5,0.1,0.0,0.0,0.0,10,0.0,0,0,1.0,0%,0%,2%,0%,0.41
Classic Espresso Drinks,Caffe Latte,Short,Nonfat Milk,70,0.1,0.1,0.0,0.005,75,0.01,0,9,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Caffe Latte,Short,Nonfat Milk,70,0.1,0.1,0.0,0.005,75,0.01,0,9,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Caffe Latte,Short,2% Milk,100,3.5,2.0,0.1,0.015,85,0.01,0,9,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Caffe Latte,Short,Soymilk,70,2.5,0.4,0.0,0.0,65,0.006,1,4,5.0,6%,0%,20%,8%,0.075
Classic Espresso Drinks,Caffe Latte,Tall,Nonfat Milk,100,0.2,0.2,0.0,0.005,120,0.015,0,14,10.0,15%,0%,30%,0%,0.075
Classic Espresso Drinks,Caffe Latte,Tall,Nonfat Milk,100,0.2,0.2,0.0,0.005,120,0.015,0,14,10.0,15%,0%,30%,0%,0.075
Classic Espresso Drinks,Caffe Latte,Tall,2% Milk,150,6.0,3.0,0.2,0.025,135,0.015,0,14,10.0,15%,0%,30%,0%,0.075
Classic Espresso Drinks,Caffe Latte,Tall,Soymilk,110,4.5,0.5,0.0,0.0,105,0.01,1,6,8.0,10%,0%,30%,15%,0.075
Classic Espresso Drinks,Caffe Latte,Grande,Nonfat Milk,130,0.3,0.2,0.0,0.005,150,0.019,0,18,13.0,20%,0%,40%,0%,0.15
Classic Espresso Drinks,Caffe Latte,Grande,Nonfat Milk,130,0.3,0.2,0.0,0.005,150,0.019,0,18,13.0,20%,0%,40%,0%,0.15
Classic Espresso Drinks,Caffe Latte,Grande,2% Milk,190,7.0,3.5,0.2,0.03,170,0.019,0,17,12.0,20%,2%,40%,0%,0.15
Classic Espresso Drinks,Caffe Latte,Grande,Soymilk,150,5.0,0.5,0.0,0.0,130,0.013,1,8,10.0,15%,0%,40%,15%,0.15
Classic Espresso Drinks,Caffe Latte,Venti,Nonfat Milk,170,0.4,0.3,0.0,0.01,190,0.025,0,23,16.0,30%,0%,50%,0%,0.15
Classic Espresso Drinks,Caffe Latte,Venti,Nonfat Milk,170,0.4,0.3,0.0,0.01,190,0.025,0,23,16.0,30%,0%,50%,0%,0.15
Classic Espresso Drinks,Caffe Latte,Venti,2% Milk,240,9.0,4.5,0.3,0.035,220,0.024,0,22,16.0,25%,2%,50%,0%,0.15
Classic Espresso Drinks,Caffe Latte,Venti,Soymilk,190,7.0,1.0,0.0,0.0,170,0.016,2,11,13.0,20%,0%,50%,25%,0.15
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Short,Nonfat Milk,110,1.5,1.0,0.0,0.005,60,0.021,1,17,7.0,8%,0%,15%,10%,0.085
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Short,Nonfat Milk,110,1.5,1.0,0.0,0.005,60,0.021,1,17,7.0,8%,0%,15%,10%,0.085
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Short,2% Milk,130,4.0,2.0,0.1,0.01,70,0.021,1,17,6.0,8%,0%,15%,10%,0.085
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Short,Soymilk,110,3.5,1.0,0.0,0.0,55,0.019,2,13,6.0,6%,0%,15%,20%,0.085
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Tall,Nonfat Milk,170,2.0,1.0,0.0,0.005,100,0.032,1,27,10.0,15%,0%,25%,20%,0.095
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Tall,Nonfat Milk,170,2.0,1.0,0.0,0.005,100,0.032,1,27,10.0,15%,0%,25%,20%,0.095
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Tall,2% Milk,200,6.0,3.5,0.1,0.02,115,0.032,1,26,10.0,15%,0%,25%,20%,0.095
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Tall,Soymilk,180,5.0,1.5,0.0,0.0,85,0.028,2,20,9.0,10%,0%,25%,30%,0.095
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Grande,Nonfat Milk,220,2.5,1.5,0.0,0.005,125,0.043,2,34,13.0,20%,0%,35%,25%,0.175
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Grande,Nonfat Milk,220,2.5,1.5,0.0,0.005,125,0.043,2,34,13.0,20%,0%,35%,25%,0.175
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Grande,2% Milk,260,8.0,4.5,0.2,0.025,140,0.042,2,34,13.0,15%,2%,35%,25%,0.175
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Grande,Soymilk,230,7.0,2.0,0.0,0.0,105,0.037,3,26,11.0,10%,0%,35%,40%,0.175
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Venti,Nonfat Milk,280,3.0,2.0,0.0,0.01,160,0.054,2,44,17.0,25%,0%,45%,30%,0.18
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Venti,Nonfat Milk,280,3.0,2.0,0.0,0.01,160,0.054,2,44,17.0,25%,0%,45%,30%,0.18
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Venti,2% Milk,340,11.0,6.0,0.2,0.03,180,0.053,2,43,17.0,20%,2%,45%,30%,0.18
Classic Espresso Drinks,Caffe Mocha (Without Whipped Cream),Venti,Soymilk,290,9.0,2.5,0.0,0.0,140,0.047,4,33,14.0,15%,0%,45%,50%,0.18
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Short,Nonfat Milk,100,0.1,0.1,0.0,0.005,70,0.019,0,18,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Short,Nonfat Milk,100,0.1,0.1,0.0,0.005,70,0.019,0,18,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Short,2% Milk,130,3.5,1.5,0.1,0.015,80,0.018,0,17,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Short,Soymilk,110,2.5,0.3,0.0,0.0,60,0.016,1,13,5.0,6%,0%,20%,8%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,Nonfat Milk,150,0.2,0.1,0.0,0.005,110,0.028,0,27,9.0,15%,0%,30%,0%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,Nonfat Milk,150,0.2,0.1,0.0,0.005,110,0.028,0,27,9.0,15%,0%,30%,0%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,2% Milk,200,5.0,2.5,0.2,0.02,125,0.028,0,27,9.0,15%,0%,30%,0%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,Soymilk,160,4.0,0.5,0.0,0.0,95,0.023,1,20,7.0,10%,0%,30%,15%,0.075
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,Nonfat Milk,200,0.3,0.2,0.0,0.005,140,0.037,0,35,12.0,20%,0%,35%,0%,0.15
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,Nonfat Milk,200,0.3,0.2,0.0,0.005,140,0.037,0,35,12.0,20%,0%,35%,0%,0.15
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,2% Milk,250,6.0,3.5,0.2,0.025,150,0.037,0,35,12.0,20%,2%,35%,0%,0.15
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,Soymilk,210,5.0,0.5,0.0,0.0,120,0.031,1,26,9.0,10%,0%,35%,15%,0.15
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,Nonfat Milk,250,0.3,0.2,0.0,0.01,180,0.047,0,45,15.0,25%,0%,50%,0%,0.15
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,Nonfat Milk,250,0.3,0.2,0.0,0.01,180,0.047,0,45,15.0,25%,0%,50%,0%,0.15
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,2% Milk,320,9.0,4.5,0.3,0.035,200,0.046,0,44,15.0,25%,2%,45%,0%,0.15
Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,Soymilk,270,7.0,1.0,0.0,0.0,160,0.039,2,33,12.0,15%,0%,45%,20%,0.15
Classic Espresso Drinks,Caffe Americano,Short,,5,0.0,0.0,0.0,0.0,5,0.001,0,0,0.4,0%,0%,0%,0%,0.075
Classic Espresso Drinks,Caffe Americano,Short,,5,0.0,0.0,0.0,0.0,5,0.001,0,0,0.4,0%,0%,0%,0%,0.075
Classic Espresso Drinks,Caffe Americano,Tall,,10,0.0,0.0,0.0,0.0,10,0.002,0,0,1.0,0%,0%,2%,0%,0.15
Classic Espresso Drinks,Caffe Americano,Grande,,15,0.0,0.0,0.0,0.0,15,0.003,0,0,1.0,0%,0%,2%,0%,0.225
Classic Espresso Drinks,Caffe Americano,Venti,,25,0.0,0.0,0.0,0.0,15,0.004,0,0,1.0,0%,0%,2%,0%,0.3
Classic Espresso Drinks,Cappuccino,Short,Nonfat Milk,50,0.1,0.1,0.0,0.005,60,0.008,0,7,5.0,8%,0%,15%,0%,0.075
Classic Espresso Drinks,Cappuccino,Short,Nonfat Milk,50,0.1,0.1,0.0,0.005,60,0.008,0,7,5.0,8%,0%,15%,0%,0.075
Classic Espresso Drinks,Cappuccino,Short,2% Milk,80,3.0,1.5,0.1,0.01,70,0.008,0,7,5.0,8%,0%,15%,0%,0.075
Classic Espresso Drinks,Cappuccino,Short,Soymilk,50,1.5,0.2,0.0,0.0,40,0.004,0,3,3.0,4%,0%,10%,6%,0.075
Classic Espresso Drinks,Cappuccino,Tall,Nonfat Milk,60,0.1,0.1,0.0,0.005,70,0.009,0,8,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Cappuccino,Tall,Nonfat Milk,60,0.1,0.1,0.0,0.005,70,0.009,0,8,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Cappuccino,Tall,2% Milk,90,3.5,1.5,0.1,0.015,80,0.009,0,8,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Cappuccino,Tall,Soymilk,70,3.0,0.4,0.0,0.0,65,0.007,1,4,5.0,6%,0%,20%,8%,0.075
Classic Espresso Drinks,Cappuccino,Grande,Nonfat Milk,80,0.2,0.1,0.0,0.005,90,0.012,0,10,8.0,15%,0%,25%,0%,0.15
Classic Espresso Drinks,Cappuccino,Grande,Nonfat Milk,80,0.2,0.1,0.0,0.005,90,0.012,0,10,8.0,15%,0%,25%,0%,0.15
Classic Espresso Drinks,Cappuccino,Grande,2% Milk,120,4.0,2.0,0.1,0.015,100,0.012,0,10,8.0,10%,0%,25%,0%,0.15
Classic Espresso Drinks,Cappuccino,Grande,Soymilk,100,3.5,0.4,0.0,0.0,80,0.009,1,5,7.0,8%,0%,25%,10%,0.15
Classic Espresso Drinks,Cappuccino,Venti,Nonfat Milk,110,0.2,0.2,0.0,0.005,120,0.016,0,14,10.0,20%,0%,30%,0%,0.15
Classic Espresso Drinks,Cappuccino,Venti,Nonfat Milk,110,0.2,0.2,0.0,0.005,120,0.016,0,14,10.0,20%,0%,30%,0%,0.15
Classic Espresso Drinks,Cappuccino,Venti,2% Milk,150,6.0,3.0,0.2,0.025,135,0.016,0,14,10.0,15%,0%,30%,0%,0.15
Classic Espresso Drinks,Cappuccino,Venti,Soymilk,120,4.5,0.5,0.0,0.0,110,0.011,1,7,9.0,10%,0%,35%,15%,0.15
Classic Espresso Drinks,Espresso,Solo,,5,0.0,0.0,0.0,0.0,0,0.001,0,0,0.4,0%,0%,0%,0%,0.075
Classic Espresso Drinks,Espresso,Solo,,5,0.0,0.0,0.0,0.0,0,0.001,0,0,0.4,0%,0%,0%,0%,0.075
Classic Espresso Drinks,Espresso,Doppio,,10,0.0,0.0,0.0,0.0,1,0.002,0,0,1.0,0%,0%,0%,0%,0.15
Classic Espresso Drinks,Skinny Latte (Any Flavour),Short,Nonfat Milk,60,0.1,0.1,0.0,0.005,80,0.009,0,8,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Skinny Latte (Any Flavour),Short,Nonfat Milk,60,0.1,0.1,0.0,0.005,80,0.009,0,8,6.0,10%,0%,20%,0%,0.075
Classic Espresso Drinks,Skinny Latte (Any Flavour),Tall,Nonfat Milk,100,0.2,0.1,0.0,0.005,125,0.014,0,13,9.0,15%,0%,30%,0%,0.075
Classic Espresso Drinks,Skinny Latte (Any Flavour),Grande,Nonfat Milk,120,0.3,0.2,0.0,0.005,160,0.018,0,16,12.0,20%,0%,35%,0%,0.15
Classic Espresso Drinks,Skinny Latte (Any Flavour),Venti,Nonfat Milk,160,0.3,0.2,0.0,0.01,200,0.024,0,21,15.0,25%,0%,50%,0%,0.15
Signature Espresso Drinks,Caramel Macchiato,Short,Nonfat Milk,100,1.0,0.5,0.0,0.005,70,0.017,0,15,6.0,10%,0%,15%,0%,0.075
Signature Espresso Drinks,Caramel Macchiato,Short,Nonfat Milk,100,1.0,0.5,0.0,0.005,70,0.017,0,15,6.0,10%,0%,15%,0%,0.075
Signature Espresso Drinks,Caramel Macchiato,Short,2% Milk,120,4.0,2.0,0.1,0.015,80,0.016,0,15,5.0,10%,0%,15%,0%,0.075
Signature Espresso Drinks,Caramel Macchiato,Short,Soymilk,100,3.0,1.0,0.0,0.0,60,0.014,1,11,4.0,6%,0%,15%,8%,0.075
Signature Espresso Drinks,Caramel Macchiato,Tall,Nonfat Milk,140,1.0,0.5,0.0,0.005,105,0.025,0,24,8.0,15%,0%,25%,0%,0.075
Signature Espresso Drinks,Caramel Macchiato,Tall,Nonfat Milk,140,1.0,0.5,0.0,0.005,105,0.025,0,24,8.0,15%,0%,25%,0%,0.075
Signature Espresso Drinks,Caramel Macchiato,Tall,2% Milk,180,5.0,3.0,0.1,0.02,115,0.025,0,23,8.0,15%,0%,25%,0%,0.075
Signature Espresso Drinks,Caramel Macchiato,Tall,Soymilk,150,4.5,1.0,0.0,0.0,90,0.021,1,17,7.0,10%,0%,25%,10%,0.075
Signature Espresso Drinks,Caramel Macchiato,Grande,Nonfat Milk,190,1.0,1.0,0.0,0.01,130,0.035,0,32,11.0,20%,0%,35%,0%,0.15
Signature Espresso Drinks,Caramel Macchiato,Grande,Nonfat Milk,190,1.0,1.0,0.0,0.01,130,0.035,0,32,11.0,20%,0%,35%,0%,0.15
Signature Espresso Drinks,Caramel Macchiato,Grande,2% Milk,240,7.0,3.5,0.2,0.025,150,0.034,0,32,10.0,15%,2%,30%,0%,0.15
Signature Espresso Drinks,Caramel Macchiato,Grande,Soymilk,200,5.0,1.0,0.0,0.005,115,0.029,1,24,9.0,10%,0%,35%,15%,0.15
Signature Espresso Drinks,Caramel Macchiato,Venti,Nonfat Milk,240,1.0,1.0,0.0,0.01,170,0.043,0,41,13.0,25%,0%,40%,0%,0.15
Signature Espresso Drinks,Caramel Macchiato,Venti,Nonfat Milk,240,1.0,1.0,0.0,0.01,170,0.043,0,41,13.0,25%,0%,40%,0%,0.15
Signature Espresso Drinks,Caramel Macchiato,Venti,2% Milk,300,8.0,4.5,0.2,0.035,180,0.043,0,40,13.0,20%,2%,40%,0%,0.15
Signature Espresso Drinks,Caramel Macchiato,Venti,Soymilk,250,7.0,1.5,0.0,0.005,140,0.036,1,31,11.0,15%,0%,40%,20%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Short,Nonfat Milk,180,3.0,2.0,0.0,0.005,120,0.031,0,29,7.0,10%,0%,25%,0%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Short,Nonfat Milk,180,3.0,2.0,0.0,0.005,120,0.031,0,29,7.0,10%,0%,25%,0%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Short,2% Milk,200,6.0,3.5,0.1,0.015,125,0.031,0,29,7.0,8%,2%,25%,0%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Short,Soymilk,180,5.0,2.5,0.0,0.0,110,0.028,1,25,6.0,6%,0%,25%,8%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,Nonfat Milk,270,4.5,3.5,0.0,0.005,190,0.047,0,45,12.0,15%,2%,35%,0%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,Nonfat Milk,270,4.5,3.5,0.0,0.005,190,0.047,0,45,12.0,15%,2%,35%,0%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,2% Milk,310,9.0,6.0,0.1,0.02,200,0.046,0,44,11.0,15%,2%,35%,0%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,Soymilk,280,8.0,3.5,0.0,0.0,170,0.042,1,39,10.0,10%,2%,35%,10%,0.075
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,Nonfat Milk,350,6.0,4.5,0.0,0.01,240,0.061,0,58,15.0,20%,2%,45%,2%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,Nonfat Milk,350,6.0,4.5,0.0,0.01,240,0.061,0,58,15.0,20%,2%,45%,2%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,2% Milk,400,11.0,7.0,0.2,0.025,250,0.061,0,58,15.0,15%,2%,45%,0%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,Soymilk,370,10.0,5.0,0.0,0.0,220,0.056,1,51,13.0,10%,2%,45%,15%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Venti,Nonfat Milk,450,7.0,6.0,0.0,0.01,310,0.078,0,74,19.0,25%,2%,60%,2%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Venti,Nonfat Milk,450,7.0,6.0,0.0,0.01,310,0.078,0,74,19.0,25%,2%,60%,2%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Venti,2% Milk,510,15.0,9.0,0.2,0.035,330,0.077,0,74,19.0,20%,4%,60%,2%,0.15
Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Venti,Soymilk,460,13.0,6.0,0.0,0.005,290,0.07,1,64,16.0,15%,2%,60%,20%,0.15
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Short,Nonfat Milk,130,1.5,1.0,0.0,0.005,70,0.026,1,23,7.0,10%,0%,20%,10%,0.01
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Short,Nonfat Milk,130,1.5,1.0,0.0,0.005,70,0.026,1,23,7.0,10%,0%,20%,10%,0.01
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Short,2% Milk,150,4.5,2.5,0.1,0.015,80,0.026,1,22,7.0,10%,0%,20%,10%,0.01
Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Short,Soymilk,130,3.5,1.0,0.0,0.0,60,0.023,2,18,6.0,6%,0%,20%,20%,0.01
